id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,gc_distance,trip_duration,google_distance,google_duration
id0516477,2,1/3/2016 14:54,1/3/2016 15:03,1,-73.97380829,40.77909088,-73.95085907,40.77482986,N,1.236650926,545,2727,577
id0408152,1,1/3/2016 14:54,1/3/2016 14:59,1,-73.97170258,40.78216553,-73.9615097,40.7800827,N,0.552504563,300,1338,268
id0141270,1,1/3/2016 14:55,1/3/2016 15:19,1,-73.98474121,40.69656754,-73.99198914,40.75571442,N,4.105395049,1455,8538,1520
id3844698,1,1/3/2016 14:55,1/3/2016 15:06,1,-73.96692657,40.79374313,-73.95301819,40.77755356,N,1.33479196,668,3113,678
id2241030,1,1/3/2016 14:55,1/3/2016 15:42,2,-73.77671051,40.64546204,-73.97431946,40.75656509,N,12.89049848,2822,28596,2341
id0433938,2,1/3/2016 14:56,1/3/2016 15:07,1,-73.95048523,40.77974701,-73.96901703,40.76383209,N,1.466511062,654,2905,757
id3232156,1,1/3/2016 14:56,1/3/2016 15:10,2,-73.9960022,40.7407608,-73.98239136,40.76508713,N,1.826042334,803,4796,1093
id2300283,2,1/3/2016 14:56,1/3/2016 15:33,5,-73.98062134,40.74991989,-74.17804718,40.68978882,N,11.14518981,2221,28049,2039
id3868410,2,1/3/2016 14:56,1/3/2016 15:15,1,-74.0127182,40.70191574,-73.98944092,40.75854111,N,4.099021767,1140,7739,1518
id0932435,1,1/3/2016 14:56,1/3/2016 15:04,2,-73.96170044,40.76834869,-73.97550964,40.752491,N,1.312911093,459,2449,663
id0800867,2,1/3/2016 14:58,1/3/2016 15:08,1,-73.98474884,40.74816895,-73.96681213,40.77248001,N,1.924776101,618,4026,974
id0574673,1,1/3/2016 14:58,1/3/2016 15:07,1,-73.97250366,40.78606796,-73.97063446,40.76760483,N,1.279783218,546,2877,559
id1642653,1,1/3/2016 14:58,1/3/2016 15:11,1,-73.97311401,40.75588989,-73.99141693,40.75020981,N,1.035543846,768,2338,696
id3527605,2,1/3/2016 14:58,1/3/2016 15:00,5,-73.97994232,40.74623871,-73.9890213,40.73654938,N,0.821254013,174,1775,455
id3286266,2,1/3/2016 14:59,1/3/2016 15:04,1,-73.99751282,40.74652863,-73.98766327,40.75011826,N,0.57228068,274,1302,419
id3122024,2,1/3/2016 14:59,1/3/2016 15:20,5,-74.01302338,40.70233917,-73.99112701,40.72378159,N,1.874016953,1228,5923,745
id3270348,2,1/3/2016 14:59,1/3/2016 15:12,1,-73.98642731,40.76715088,-73.99199677,40.7493782,N,1.262449521,780,2506,690
id0013600,2,1/3/2016 14:59,1/3/2016 15:11,1,-73.97094727,40.76432037,-73.98612213,40.75759888,N,0.920243352,732,2857,945
id0670678,2,1/3/2016 15:00,1/3/2016 15:04,1,-73.96681976,40.79384995,-73.9799118,40.77606201,N,1.40738367,262,2264,405
id0857306,2,1/3/2016 15:00,1/3/2016 15:08,1,-73.99088287,40.73416901,-73.97718048,40.74294281,N,0.93945238,508,2263,630
id0665477,1,1/3/2016 15:00,1/3/2016 15:23,1,-74.00294495,40.73340607,-73.97977448,40.78564072,N,3.80841137,1373,7846,1417
id2375677,1,1/3/2016 15:00,1/3/2016 15:15,3,-73.97494507,40.75860596,-73.9683075,40.78668976,N,1.971795801,875,4309,918
id1284435,1,1/3/2016 15:00,1/3/2016 15:14,2,-73.98404694,40.76240158,-73.99221039,40.7491188,N,1.012618284,861,2198,752
id3204326,2,1/3/2016 15:00,1/3/2016 15:06,2,-73.99562073,40.75935364,-73.98706055,40.77422333,N,1.121119993,377,2183,490
id3081328,2,1/3/2016 15:02,1/3/2016 15:04,1,-74.00617981,40.73391342,-74.00415039,40.74066162,N,0.478342152,146,917,239
id0544595,2,1/3/2016 15:02,1/3/2016 15:10,1,-73.97534943,40.75220108,-73.97979736,40.73241043,N,1.387475458,499,2817,704
id2018151,1,1/3/2016 15:02,1/3/2016 15:23,1,-73.99000549,40.73503876,-73.99111938,40.75011444,N,1.043553868,1288,2362,763
id3904780,1,1/3/2016 15:02,1/3/2016 15:19,1,-73.98235321,40.77563095,-74.00821686,40.74869919,N,2.301653532,1034,4564,944
id3256415,1,1/3/2016 15:02,1/3/2016 15:09,1,-73.95878601,40.78096771,-73.95554352,40.80452347,N,1.636820507,400,3450,661
id1955487,2,1/3/2016 15:03,1/3/2016 15:14,1,-73.97563171,40.74897003,-74.00536346,40.74842072,N,1.557171459,687,4068,1126
id0531278,2,1/3/2016 15:03,1/3/2016 15:07,1,-73.95394897,40.77032852,-73.94599915,40.78036118,N,0.808640751,232,1789,435
id1632870,2,1/3/2016 15:03,1/3/2016 15:17,1,-73.97838593,40.75730515,-74.01022339,40.71966553,N,3.089786895,858,5847,1450
id2621224,2,1/3/2016 15:03,1/3/2016 15:20,2,-73.96012878,40.7763443,-73.9887085,40.75360489,N,2.169783875,1036,4264,1157
id2528063,2,1/3/2016 15:03,1/3/2016 15:18,1,-73.95982361,40.7580986,-73.99185181,40.72610855,N,2.775046584,889,7419,969
id3980811,1,1/3/2016 15:04,1/3/2016 15:13,1,-73.9777832,40.76353073,-73.98709869,40.73918915,N,1.751587499,555,3390,916
id2622219,1,1/3/2016 15:04,1/3/2016 15:14,2,-73.97441101,40.78316879,-73.9512558,40.77569962,N,1.31718016,594,2631,623
id3117412,2,1/3/2016 15:04,1/3/2016 15:10,1,-73.98857117,40.74892044,-73.9756012,40.76087189,N,1.069273793,371,2056,607
id0829874,1,1/3/2016 15:04,1/3/2016 15:12,1,-73.97540283,40.76415634,-73.97755432,40.75365067,N,0.734760548,501,1533,458
id1697900,2,1/3/2016 15:05,1/3/2016 15:14,1,-74.00749969,40.70515823,-73.99616241,40.72370911,N,1.412980554,589,2627,855
id0172565,1,1/3/2016 15:05,1/3/2016 15:25,1,-74.0074234,40.73297501,-73.9779892,40.78721619,N,4.053080552,1206,7400,1278
id0411812,1,1/3/2016 15:06,1/3/2016 15:15,1,-73.98104858,40.74461746,-74.00164032,40.73944855,N,1.135897312,554,2594,687
id2159481,2,1/3/2016 15:06,1/3/2016 15:20,1,-73.97270203,40.75632095,-73.99192047,40.74919128,N,1.120364004,837,2534,773
id3158884,1,1/3/2016 15:06,1/3/2016 15:15,2,-73.9850235,40.74209595,-74.0045929,40.74204636,N,1.024731231,556,2249,628
id2440620,2,1/3/2016 15:07,1/3/2016 15:15,1,-73.96769714,40.75242996,-73.98513794,40.74776077,N,0.968496709,530,2802,792
id3866189,1,1/3/2016 15:07,1/3/2016 15:23,1,-73.98809814,40.76223755,-74.00528717,40.74124908,N,1.707063718,947,2884,722
id0500655,2,1/3/2016 15:07,1/3/2016 15:14,5,-74.0005188,40.73534775,-74.01004791,40.71465683,N,1.514605056,378,2536,619
id0668307,2,1/3/2016 15:07,1/3/2016 15:41,3,-73.79456329,40.65696335,-73.92314148,40.67181778,N,6.81841412,1998,14501,2160
id0067709,2,1/3/2016 15:08,1/3/2016 15:25,5,-73.98082733,40.7336998,-73.87158966,40.774189,N,6.366968846,1021,14696,1151
id1845376,2,1/3/2016 15:08,1/3/2016 15:30,5,-73.86354065,40.76877213,-73.93104553,40.70723343,N,5.530399089,1327,13113,1475
id0461754,1,1/3/2016 15:08,1/3/2016 15:23,2,-73.97936249,40.76195145,-73.99138641,40.75003433,N,1.036633825,890,1888,594
id1909835,2,1/3/2016 15:08,1/3/2016 15:18,1,-73.97238159,40.75383759,-73.98431396,40.74933624,N,0.697907841,567,1628,501
id3647644,1,1/3/2016 15:08,1/3/2016 15:34,2,-73.87085724,40.7737236,-73.9701767,40.79815292,N,5.464663421,1541,14615,1816
id0764504,1,1/3/2016 15:08,1/3/2016 15:13,3,-73.94455719,40.79180527,-73.94739532,40.79946518,N,0.549829999,296,1383,333
id1555258,1,1/3/2016 15:09,1/3/2016 15:12,2,-73.98799896,40.77931213,-73.97455597,40.79365921,N,1.215751605,212,2643,259
id0053413,1,1/3/2016 15:09,1/3/2016 15:16,1,-74.00218964,40.72977066,-73.99121094,40.7348938,N,0.675246774,388,1506,404
id1754483,2,1/3/2016 15:10,1/3/2016 15:36,4,-73.94897461,40.77736664,-73.99158478,40.74999237,N,2.924800941,1547,7479,1318
id3481927,2,1/3/2016 15:10,1/3/2016 15:15,1,-73.96930695,40.76649857,-73.9622879,40.77904129,N,0.941495617,272,1804,361
id0459922,1,1/3/2016 15:10,1/3/2016 15:17,1,-74.00209808,40.72367859,-73.99345398,40.7276001,N,0.527671136,413,1170,353
id2306040,2,1/3/2016 15:11,1/3/2016 15:25,1,-73.98166656,40.76620102,-73.98085785,40.78674316,N,1.420355727,855,3586,719
id1507379,1,1/3/2016 15:11,1/3/2016 15:27,3,-74.00273895,40.76067352,-73.96164703,40.78041077,N,2.546901848,958,6052,1115
id3158754,2,1/3/2016 15:12,1/3/2016 15:18,1,-73.97828674,40.76107025,-73.9707489,40.76213837,N,0.401438918,383,1151,416
id2573857,2,1/3/2016 15:13,1/3/2016 15:25,3,-73.99741364,40.71663666,-73.98332214,40.7305069,N,1.209838013,713,2313,719
id0913244,2,1/3/2016 15:13,1/3/2016 15:16,1,-74.00007629,40.74350739,-73.99396515,40.74126053,N,0.355688381,165,599,200
id1449881,2,1/3/2016 15:13,1/3/2016 15:28,2,-73.98491669,40.74541092,-73.95481873,40.76988602,N,2.311720832,890,4574,1024
id0148850,1,1/3/2016 15:14,1/3/2016 15:17,2,-73.98312378,40.76183319,-73.9876709,40.75495911,N,0.531388209,183,989,350
id0264457,1,1/3/2016 15:14,1/3/2016 15:19,2,-73.9543457,40.77841568,-73.95876312,40.77158356,N,0.525749973,301,1349,367
id2190312,1,1/3/2016 15:14,1/3/2016 15:31,1,-73.96234131,40.71010208,-74.01259613,40.70967865,N,2.632962428,973,11873,1283
id2678512,1,1/3/2016 15:15,1/3/2016 15:20,1,-74.00171661,40.73065567,-74.00132751,40.7326889,N,0.141992309,251,663,199
id1502122,2,1/3/2016 15:15,1/3/2016 15:20,1,-73.99354553,40.73587418,-74.00482178,40.74074554,N,0.679734036,285,1094,314
id1305541,2,1/3/2016 15:15,1/3/2016 15:19,5,-73.98412323,40.74638367,-73.97772217,40.75357056,N,0.599197684,245,1061,304
id1443565,2,1/3/2016 15:15,1/3/2016 15:33,1,-73.97480774,40.78002548,-74.00970459,40.74650574,N,2.950225719,1068,6168,1047
id0701393,2,1/3/2016 15:15,1/3/2016 15:22,1,-73.99035645,40.73727417,-73.99508667,40.74496078,N,0.586150679,441,1465,467
id1462183,1,1/3/2016 15:16,1/3/2016 16:12,1,-73.77684021,40.6451683,-73.98657227,40.73220825,N,12.52965996,3363,29376,2448
id0173971,1,1/3/2016 15:16,1/3/2016 15:24,1,-74.00543976,40.73672867,-73.99447632,40.72623825,N,0.924844082,478,1632,659
id0883831,1,1/3/2016 15:16,1/3/2016 15:21,1,-73.98571777,40.78033447,-73.97785187,40.7872467,N,0.630601688,328,1193,352
id0596769,2,1/3/2016 15:17,1/3/2016 15:28,1,-73.95413971,40.77030563,-73.98213959,40.77893066,N,1.582057049,669,3635,794
id2665932,2,1/3/2016 15:17,1/3/2016 15:30,1,-73.97621918,40.76022339,-74.00469971,40.7420311,N,1.950476414,800,4071,1053
id2516706,1,1/3/2016 15:17,1/3/2016 15:26,1,-73.99242401,40.75056076,-73.9852829,40.73598862,N,1.074297909,533,2324,654
id1161438,1,1/3/2016 15:17,1/3/2016 15:26,2,-74.00192261,40.71953201,-73.99353027,40.73338699,N,1.053624299,523,2501,610
id1123525,1,1/3/2016 15:17,1/3/2016 15:27,2,-73.92524719,40.74416351,-73.92314911,40.76756668,N,1.621183548,593,3443,712
id2412535,1,1/3/2016 15:18,1/3/2016 15:27,1,-73.9757843,40.77647781,-73.96305084,40.8041153,N,2.022976453,550,3758,731
id0231524,1,1/3/2016 15:18,1/3/2016 15:31,3,-74.00424957,40.70584488,-73.98497772,40.74808884,N,3.089156365,801,7654,1054
id2766671,1,1/3/2016 15:18,1/3/2016 15:41,2,-73.97792816,40.78651428,-73.94456482,40.83882904,N,4.014763135,1383,8415,881
id2465529,2,1/3/2016 15:18,1/3/2016 15:22,1,-73.98868561,40.71884537,-73.99468231,40.72304153,N,0.427515712,266,859,312
id2729403,2,1/3/2016 15:18,1/3/2016 15:37,1,-73.98394012,40.75600815,-73.87288666,40.77447128,N,5.951544491,1108,15407,1566
id2481811,2,1/3/2016 15:19,1/3/2016 15:25,1,-73.97022247,40.79430008,-73.95709991,40.80437088,N,0.97765078,347,2182,500
id1349277,1,1/3/2016 15:19,1/3/2016 16:10,4,-73.9731369,40.75551987,-74.1770401,40.69478607,N,11.47508871,3082,29202,2282
id3587943,2,1/3/2016 15:19,1/3/2016 15:26,1,-73.98574066,40.74697113,-73.98377228,40.7493248,N,0.192569266,431,1126,336
id0756690,1,1/3/2016 15:19,1/3/2016 15:21,2,-73.96838379,40.75473022,-73.96209717,40.75961685,N,0.471569423,175,949,259
id0206726,2,1/3/2016 15:19,1/3/2016 15:23,1,-73.95575714,40.78503036,-73.95191956,40.78174973,N,0.302884689,215,941,286
id0397938,2,1/3/2016 15:20,1/3/2016 15:25,1,-73.97698212,40.78798676,-73.98239136,40.77497864,N,0.942541401,345,1544,417
id3568547,1,1/3/2016 15:20,1/3/2016 15:34,3,-73.98487091,40.72463989,-73.99139404,40.74890137,N,1.711221021,859,3893,1150
id3723591,2,1/3/2016 15:20,1/3/2016 15:24,2,-73.98181152,40.75154877,-73.99417114,40.73538971,N,1.290767458,249,2094,523
id3032930,2,1/3/2016 15:21,1/3/2016 15:43,5,-74.0069046,40.71191788,-73.87264252,40.77430725,N,8.247317797,1300,18419,1594
id2479995,1,1/3/2016 15:21,1/3/2016 15:24,1,-73.9692688,40.75387955,-73.96813965,40.75743484,N,0.252727396,232,980,305
id3896467,1,1/3/2016 15:21,1/3/2016 15:36,1,-73.98232269,40.77310944,-73.97823334,40.75377655,N,1.353188734,871,3222,901
id2236779,1,1/3/2016 15:21,1/3/2016 15:37,1,-73.99005127,40.75671005,-73.96159363,40.75938797,N,1.501240852,963,3398,1009
id3860849,2,1/3/2016 15:22,1/3/2016 15:35,3,-73.97849274,40.72980881,-74.0090332,40.71083069,N,2.068700931,797,6930,1032
id3048367,1,1/3/2016 15:22,1/3/2016 15:34,2,-73.97651672,40.75312424,-73.9850769,40.76599884,N,0.996272694,731,2207,688
id1967607,2,1/3/2016 15:22,1/3/2016 15:27,5,-73.96496582,40.76392365,-73.97621918,40.76574326,N,0.602339777,339,1260,422
id3058224,1,1/3/2016 15:22,1/3/2016 15:57,1,-73.99880981,40.68105316,-73.91487885,40.76826477,N,7.460264559,2109,18932,1718
id1750008,2,1/3/2016 15:22,1/3/2016 15:28,5,-73.99112701,40.74240112,-73.9912796,40.74897385,N,0.454329513,343,1624,508
id1219536,1,1/3/2016 15:22,1/3/2016 15:28,1,-73.96942902,40.75368881,-73.97997284,40.75089645,N,0.584790272,334,1360,422
id2024840,2,1/3/2016 15:22,1/3/2016 15:28,1,-73.99163818,40.76988983,-73.99485779,40.75230026,N,1.227292103,348,3279,805
id2393148,2,1/3/2016 15:23,1/3/2016 15:36,5,-73.96484375,40.79269028,-73.93090057,40.86526871,N,5.320910822,734,9813,724
id0253655,2,1/3/2016 15:23,1/3/2016 16:07,5,-74.00665283,40.70568085,-73.79000854,40.64686203,N,12.0612068,2681,33052,2165
id2212764,1,1/3/2016 15:23,1/3/2016 15:40,1,-74.01252747,40.70665359,-73.99760437,40.71899414,N,1.15697339,1065,3562,908
id1577902,2,1/3/2016 15:23,1/3/2016 15:32,1,-73.71072388,40.73690796,-73.75019073,40.72154999,N,2.323627662,507,6677,595
id3109571,1,1/3/2016 15:23,1/3/2016 15:32,2,-73.97276306,40.79600906,-73.97047424,40.79574585,N,0.121127754,550,519,142
id3129689,2,1/3/2016 15:24,1/3/2016 15:33,2,-73.96782684,40.76535034,-73.94380951,40.77785873,N,1.525642797,530,3308,752
id3581538,2,1/3/2016 15:24,1/3/2016 15:39,1,-74.0146637,40.71099091,-73.98629761,40.75259018,N,3.236173658,943,11013,1296
id3420093,1,1/3/2016 15:24,1/3/2016 15:41,1,-73.98840332,40.75631714,-73.96205139,40.77949142,N,2.11372877,1014,4378,1172
id1954349,2,1/3/2016 15:24,1/3/2016 15:35,1,-73.98699951,40.76031113,-73.98060608,40.78293228,N,1.59882296,688,4069,762
id2018794,1,1/3/2016 15:24,1/3/2016 15:34,1,-73.9822464,40.77573776,-73.96208954,40.79779816,N,1.853949826,605,3474,697
id2469653,1,1/3/2016 15:25,1/3/2016 15:35,1,-73.98092651,40.7641449,-73.99085236,40.75091553,N,1.051663846,601,1706,499
id0579357,2,1/3/2016 15:25,1/3/2016 15:39,1,-74.00611115,40.73434067,-74.00460815,40.70848083,N,1.78897829,852,3800,1030
id1648773,1,1/3/2016 15:25,1/3/2016 15:34,1,-74.01308441,40.70596313,-73.99971008,40.71553421,N,0.963578376,512,3048,697
id3879028,1,1/3/2016 15:25,1/3/2016 15:30,1,-73.96229553,40.76780701,-73.94599152,40.77209473,N,0.903367575,296,2467,637
id2930539,2,1/3/2016 15:25,1/3/2016 15:52,1,-73.87467194,40.77392578,-74.00105286,40.71795654,N,7.665027698,1576,18301,1769
id2020994,1,1/3/2016 15:26,1/3/2016 15:35,2,-73.98368073,40.72608185,-73.98883057,40.74129105,N,1.085197635,569,2455,696
id0733745,2,1/3/2016 15:26,1/3/2016 15:34,1,-74.00808716,40.73883057,-73.99835205,40.75091171,N,0.978264059,492,2485,590
id0866989,1,1/3/2016 15:26,1/3/2016 15:31,2,-73.98267365,40.76721954,-73.96799469,40.7606163,Y,0.893698826,350,1511,457
id3487582,2,1/3/2016 15:26,1/3/2016 15:46,1,-73.99434662,40.75091934,-73.95789337,40.80363083,N,4.112357446,1194,8673,1419
id0882962,2,1/3/2016 15:26,1/3/2016 15:29,2,-73.94849396,40.78614807,-73.94332886,40.79519272,N,0.681024727,165,1184,176
id2349159,1,1/3/2016 15:26,1/3/2016 15:39,1,-73.77682495,40.64515686,-73.80731201,40.66012955,N,1.904261059,761,4662,471
id0858514,2,1/3/2016 15:26,1/3/2016 15:31,5,-73.96096802,40.76081848,-73.95401764,40.77922058,N,1.32282789,339,2526,537
id0688589,2,1/3/2016 15:26,1/3/2016 15:37,2,-73.99673462,40.75286484,-73.99617767,40.72935867,N,1.624838388,673,3433,871
id1285198,2,1/3/2016 15:26,1/3/2016 15:30,1,-73.97351074,40.77967453,-73.97945404,40.78365326,N,0.415153906,244,845,244
id0415696,1,1/3/2016 15:27,1/3/2016 15:45,2,-73.99996948,40.72223282,-73.98761749,40.74123383,N,1.463899558,1065,3345,787
id3518302,2,1/3/2016 15:27,1/3/2016 16:11,1,-73.97025299,40.75595474,-73.78422546,40.64345551,N,12.46844834,2588,27220,1716
id2634844,1,1/3/2016 15:27,1/3/2016 15:39,1,-73.94600677,40.77785873,-73.9750824,40.75289917,N,2.300459222,701,5532,801
id2644382,2,1/3/2016 15:27,1/3/2016 15:36,3,-73.98286438,40.77188873,-73.9825592,40.7625351,N,0.646653337,555,1430,410
id3981703,2,1/3/2016 15:27,1/3/2016 15:41,5,-73.96578979,40.7585907,-73.98468018,40.76733017,N,1.158736078,843,2102,750
id3105718,2,1/3/2016 15:27,1/3/2016 15:29,2,-73.98816681,40.74968338,-73.98587799,40.75643539,N,0.481790649,135,970,298
id1813306,2,1/3/2016 15:27,1/3/2016 15:53,5,-74.00940704,40.7105217,-73.96572876,40.79045105,N,5.978786012,1553,14958,1743
id1179553,2,1/3/2016 15:27,1/3/2016 15:34,2,-73.95131683,40.78528976,-73.96405792,40.76773071,N,1.38469165,361,2228,481
id0049775,1,1/3/2016 15:27,1/3/2016 15:31,1,-73.99497223,40.76019287,-73.98686218,40.76973724,N,0.784439022,261,1914,437
id2259638,1,1/3/2016 15:28,1/3/2016 15:35,1,-73.96653748,40.76189041,-73.97946167,40.77270126,Y,1.007925898,438,2097,462
id0060334,1,1/3/2016 15:28,1/3/2016 15:35,1,-73.94828033,40.77449799,-73.96138,40.76101685,N,1.15683203,422,2099,609
id3068713,1,1/3/2016 15:28,1/3/2016 15:46,2,-73.86331177,40.76869202,-73.94898987,40.77348709,N,4.496690517,1125,13923,1326
id3557303,2,1/3/2016 15:28,1/3/2016 15:33,2,-73.98241425,40.75716782,-73.9777832,40.75350189,N,0.350677121,299,868,278
id0663778,1,1/3/2016 15:29,1/3/2016 15:32,1,-73.96203613,40.76787186,-73.95365906,40.7786293,N,0.863131242,184,1426,253
id3232201,1,1/3/2016 15:29,1/3/2016 15:33,2,-73.98724365,40.72932434,-73.99001312,40.73692703,N,0.545093521,206,1277,406
id3730016,1,1/3/2016 15:29,1/3/2016 15:35,1,-74.00115967,40.7364502,-73.99510193,40.72488022,N,0.860271687,385,1772,570
id1604990,2,1/3/2016 15:29,1/3/2016 15:45,5,-73.98188019,40.77832031,-73.97767639,40.75866318,N,1.376263369,984,3167,911
id2979446,2,1/3/2016 15:30,1/3/2016 16:26,1,-73.78975677,40.6435318,-74.00112915,40.73347855,N,12.70226199,3358,30943,2898
id1705494,1,1/3/2016 15:30,1/3/2016 16:03,1,-73.97380829,40.76194382,-73.85808563,40.83740997,N,7.991193081,1989,19645,1917
id1898735,2,1/3/2016 15:30,1/3/2016 15:32,1,-74.00107574,40.72740173,-73.99609375,40.72518539,N,0.302575018,91,489,152
id0360625,2,1/3/2016 15:30,1/3/2016 15:57,1,-73.99226379,40.72473526,-73.99046326,40.75608063,N,2.168416602,1621,4607,1270
id0671924,1,1/3/2016 15:30,1/3/2016 15:39,1,-73.95491028,40.77321625,-73.97091675,40.75169373,N,1.707243048,526,3875,514
id1218675,1,1/3/2016 15:31,1/3/2016 15:37,1,-73.9425354,40.80622864,-73.95043182,40.78821945,N,1.311441213,416,2632,626
id2893855,1,1/3/2016 15:31,1/3/2016 15:36,1,-74.00550842,40.74079514,-73.99260712,40.74032593,N,0.676352963,325,1459,435
id0870959,2,1/3/2016 15:31,1/3/2016 15:41,1,-73.96511078,40.77529144,-73.98442841,40.76839828,N,1.117704331,622,2712,626
id1365692,2,1/3/2016 15:31,1/3/2016 16:02,1,-73.98375702,40.74422836,-74.00583649,40.72591019,N,1.714584317,1846,3607,894
id1092755,1,1/3/2016 15:31,1/3/2016 15:39,1,-73.99889374,40.71366119,-74.01589966,40.71525574,N,0.897652458,478,1911,742
id1191490,1,1/3/2016 15:31,1/3/2016 15:41,1,-73.98219299,40.76829147,-73.975914,40.79536819,N,1.899978099,642,5440,767
id0428240,2,1/3/2016 15:31,1/3/2016 16:00,1,-74.0141983,40.71683884,-73.96167755,40.77983856,N,5.149770019,1767,16390,1560
id0444730,2,1/3/2016 15:32,1/3/2016 15:43,1,-73.98410034,40.7465477,-73.97736359,40.76135635,N,1.082534843,629,2023,589
id1616975,2,1/3/2016 15:32,1/3/2016 15:40,3,-73.97846222,40.752285,-73.99578094,40.75917816,N,1.024227139,445,1787,665
id2153821,2,1/3/2016 15:32,1/3/2016 15:36,1,-73.96226501,40.77913666,-73.9541626,40.78222656,N,0.47476565,200,1092,275
id0395280,1,1/3/2016 15:32,1/3/2016 16:04,3,-73.99137878,40.74943924,-73.78152466,40.64829254,N,13.02982979,1921,27982,2015
id0771459,1,1/3/2016 15:33,1/3/2016 15:43,1,-73.99726868,40.72199249,-73.99201965,40.74093628,N,1.337806976,596,2565,763
id2303019,1,1/3/2016 15:33,1/3/2016 15:38,1,-73.99570465,40.72530746,-73.98621368,40.72216034,N,0.542619843,307,1067,407
id2793915,1,1/3/2016 15:34,1/3/2016 15:52,1,-73.95301819,40.78635025,-73.97361755,40.76364136,N,1.904101785,1101,3444,948
id2027546,2,1/3/2016 15:34,1/3/2016 15:43,1,-73.99840546,40.76054764,-73.99359894,40.73780823,N,1.591605924,549,3614,776
id1091965,2,1/3/2016 15:34,1/3/2016 15:48,4,-73.98827362,40.74336624,-73.97679138,40.76090622,N,1.353112309,838,3004,855
id3919550,1,1/3/2016 15:34,1/3/2016 15:40,1,-73.99411774,40.70269775,-74.00797272,40.71191025,N,0.965549289,339,3158,498
id3190496,2,1/3/2016 15:35,1/3/2016 15:54,1,-74.00201416,40.73494339,-73.95330048,40.76741028,N,3.397046278,1161,7263,1450
id3432777,2,1/3/2016 15:35,1/3/2016 15:46,1,-74.00025177,40.72517776,-73.98379517,40.72382736,N,0.866993835,682,2148,724
id2659206,1,1/3/2016 15:36,1/3/2016 15:36,1,-73.99468231,40.73186493,-73.99468994,40.73186111,N,0.000478707,5,460,183
id3179533,1,1/3/2016 15:37,1/3/2016 15:48,1,-73.97602081,40.74964523,-73.95973206,40.77353287,N,1.858140095,646,3172,788
id0245109,1,1/3/2016 15:37,1/3/2016 15:48,1,-73.97788239,40.75783539,-73.97260284,40.7437439,N,1.012370335,616,2319,647
id1605811,1,1/3/2016 15:37,1/3/2016 15:52,1,-73.97715759,40.78494644,-73.9418335,40.82191086,N,3.153036287,884,5769,1149
id0107551,1,1/3/2016 15:37,1/3/2016 15:51,1,-73.96084595,40.76969528,-73.93228149,40.76451111,N,1.537506674,825,5649,910
id2958642,2,1/3/2016 15:38,1/3/2016 15:48,2,-73.9519043,40.78205109,-73.97161102,40.78201294,N,1.031299708,598,2547,545
id1258063,2,1/3/2016 15:38,1/3/2016 15:43,1,-73.95939636,40.76721954,-73.96111298,40.75873947,N,0.592930238,318,1265,424
id0989019,2,1/3/2016 15:38,1/3/2016 15:44,5,-73.9734726,40.69329453,-73.98146057,40.6879425,N,0.558613894,347,1414,384
id2922636,2,1/3/2016 15:38,1/3/2016 15:48,1,-73.97684479,40.75172806,-73.99037933,40.74183655,N,0.984662679,616,2130,554
id0625100,1,1/3/2016 15:38,1/3/2016 15:50,1,-73.99008179,40.73498535,-73.98571777,40.75592041,N,1.464812899,718,2975,890
id3084240,2,1/3/2016 15:39,1/3/2016 16:09,1,-73.98532867,40.73609161,-73.96227264,40.77729034,N,3.092633693,1809,5885,1418
id0448693,1,1/3/2016 15:39,1/3/2016 15:44,1,-73.99010468,40.7193985,-73.98069763,40.73616028,N,1.258872826,311,2140,518
id1951163,1,1/3/2016 15:39,1/3/2016 15:52,1,-73.99393463,40.74647141,-73.97734833,40.78031921,N,2.495244413,787,5277,1238
id2589503,2,1/3/2016 15:40,1/3/2016 15:52,1,-73.95661163,40.77814484,-73.97636414,40.77898788,N,1.035386565,750,2512,513
id2623570,1,1/3/2016 15:40,1/3/2016 15:50,1,-73.95820618,40.78466415,-73.96974182,40.76880646,N,1.251256967,596,2013,445
id2104080,2,1/3/2016 15:41,1/3/2016 16:00,1,-73.98032379,40.75276184,-73.86456299,40.76993179,N,6.174997811,1179,15693,1400
id3259476,2,1/3/2016 15:41,1/3/2016 15:51,1,-73.94583893,40.77714157,-73.98329163,40.73477936,N,3.523689327,578,6409,844
id3368536,1,1/3/2016 15:41,1/3/2016 15:55,1,-73.96416473,40.76789856,-73.98970795,40.73963165,N,2.367476779,845,4173,1090
id3876114,1,1/3/2016 15:41,1/3/2016 15:52,4,-73.96240997,40.77902222,-73.98421478,40.75995255,N,1.743444989,697,3327,896
id3506459,2,1/3/2016 15:41,1/3/2016 16:12,1,-73.86334991,40.76979065,-73.90956879,40.88721085,N,8.467536009,1863,21734,1745
id1685290,1,1/3/2016 15:41,1/3/2016 15:52,1,-73.79402924,40.65670776,-73.79402924,40.65670776,Y,0,638,0,0
id0222460,1,1/3/2016 15:42,1/3/2016 15:48,2,-73.98408508,40.77562332,-73.96600342,40.79560852,N,1.674246978,322,2919,592
id0226149,2,1/3/2016 15:42,1/3/2016 16:00,1,-73.9603653,40.77278137,-73.99119568,40.74898529,N,2.304244193,1093,4584,1293
